,buying,maint,doors,persons,lug_boot,safety,condition
1700,1,1,5,2,1,1,1
1701,1,1,5,2,1,2,1
1702,1,1,5,2,1,3,1
1703,1,1,5,2,2,1,1
1704,1,1,5,2,2,2,1
1705,1,1,5,2,2,3,1
1706,1,1,5,2,3,1,1
1707,1,1,5,2,3,2,1
1708,1,1,5,2,3,3,1
1709,1,1,5,4,1,1,1
1710,1,1,5,4,1,2,2
1711,1,1,5,4,1,3,3
1712,1,1,5,4,2,1,1
1713,1,1,5,4,2,2,3
1714,1,1,5,4,2,3,4
1715,1,1,5,4,3,1,1
1716,1,1,5,4,3,2,3
1717,1,1,5,4,3,3,4
1718,1,1,5,5,1,1,1
1719,1,1,5,5,1,2,2
1720,1,1,5,5,1,3,3
1721,1,1,5,5,2,1,1
1722,1,1,5,5,2,2,3
1723,1,1,5,5,2,3,4
1724,1,1,5,5,3,1,1
1725,1,1,5,5,3,2,3
1726,1,1,5,5,3,3,4
